beta,re_scale,n,r,p,slope,delta_h0,median_sigma,sigma_ref,alpha_opt,unified_h0,post_slope,post_r
0.0,0.7,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,0.75,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,0.8,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,0.85,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,0.9,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,0.95,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.0,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.05,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.1,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.15,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.2,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.25,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.0,1.3,29,0.43186660573439095,0.01931378276110198,0.07360393213684219,4.628158226115971,94.5999984741211,75.25,0.5742187499999994,68.27674850293843,-2.941499303659504e-05,-0.00019203966265790535
0.01,0.7,29,0.43097419159859557,0.019593134191639956,0.07432773604257742,4.628158226115971,93.64207935030198,75.25,0.5758593749999994,68.3430994320043,-2.5731711478519368e-05,-0.0001658101237835692
0.01,0.75,29,0.4309741915985955,0.019593134191639956,0.0743790345761151,4.628158226115971,93.57749527260482,75.25,0.5758593749999994,68.34853021667222,-2.575151679408245e-05,-0.00016581012377786666
0.01,0.8,29,0.4309741915985954,0.01959313419164002,0.07442705319865463,4.628158226115971,93.51712122539251,75.25,0.5758593749999994,68.35361076711112,-2.577005723021663e-05,-0.0001658101237830649
0.01,0.85,29,0.4309741915985955,0.019593134191639956,0.07447218799820363,4.628158226115971,93.4604440062268,75.25,0.5758593749999994,68.35838355465454,-2.5787485450588726e-05,-0.00016581012378008128
0.01,0.9,29,0.43097419159859546,0.01959313419164002,0.07451476728727942,4.628158226115971,93.40703876311399,75.25,0.5758593749999994,68.36288376366895,-2.5803928008275914e-05,-0.0001658101237777722
0.01,0.95,29,0.4309741915985955,0.019593134191639956,0.07455506624466904,4.628158226115971,93.35654982299734,75.25,0.5758593749999994,68.36714086887919,-2.581949098408246e-05,-0.00016581012378356184
0.01,1.0,29,0.4309741915985955,0.019593134191639956,0.07459331780368252,4.628158226115971,93.30867645203075,75.25,0.5758593749999994,68.3711798077156,-2.583426417403754e-05,-0.00016581012378096466
0.01,1.05,29,0.4309741915985954,0.01959313419164002,0.07462972088573798,4.628158226115971,93.26316209977195,75.25,0.5758593749999994,68.37502186638937,-2.584832427165896e-05,-0.0001658101237811947
0.01,1.1,29,0.43097419159859546,0.01959313419164002,0.07466444672016784,4.628158226115971,93.21978615221259,75.25,0.5758593749999994,68.37868535969113,-2.5861737295659562e-05,-0.00016581012377822266
0.01,1.15,29,0.4309741915985955,0.019593134191639956,0.07469764376053696,4.628158226115971,93.17835752276335,75.25,0.5758593749999994,68.38218615958507,-2.587456048743625e-05,-0.0001658101237823946
0.01,1.2,29,0.4309741915985955,0.019593134191639956,0.07472944155573087,4.628158226115971,93.13870961067761,75.25,0.5758593749999994,68.38553811124432,-2.5886843801241562e-05,-0.00016581012377975138
0.01,1.25,29,0.4309741915985955,0.019593134191639956,0.07475995383170386,4.628158226115971,93.1006962911696,75.25,0.5758593749999994,68.38875336411938,-2.589863109186559e-05,-0.00016581012378310452
0.01,1.3,29,0.43097419159859546,0.01959313419164002,0.07478928096953008,4.628158226115971,93.06418869387151,75.25,0.5758593749999994,68.39184263804938,-2.590996106998302e-05,-0.0001658101237800087
0.02,0.7,29,0.43002241207282477,0.019894726129915233,0.07503276221937634,4.628158226115971,92.69386011086532,75.25,0.5769531249999995,68.41140940362126,3.1098983272350564e-05,0.00019782622832447905
0.02,0.75,29,0.4300224120728249,0.019894726129915233,0.07513636819809956,4.628158226115971,92.566044003583,75.25,0.5769531249999995,68.42230291408788,3.114688394893463e-05,0.00019782622832432823
0.02,0.8,29,0.4300224120728248,0.019894726129915233,0.07523341461869336,4.628158226115971,92.44663957026569,75.25,0.5769531249999995,68.43249468284057,3.119175882551951e-05,0.00019782622832510366
0.02,0.85,29,0.4300224120728249,0.019894726129915233,0.07532468988898275,4.628158226115971,92.3346166462209,75.25,0.5769531249999995,68.44206976077676,3.123397118245657e-05,0.00019782622832939252
0.02,0.9,29,0.4300224120728249,0.019894726129915233,0.07541084792210578,4.628158226115971,92.22912295163162,75.25,0.5769531249999995,68.45109861141835,3.1273822369632085e-05,0.00019782622832624413
0.02,0.95,29,0.4300224120728247,0.01989472612991525,0.07549243712718742,4.628158226115971,92.12944540625963,75.25,0.5769531249999995,68.45964026766192,3.131156515371467e-05,0.00019782622832481488
0.02,1.0,29,0.43002241207282477,0.019894726129915233,0.07556992198095798,4.628158226115971,92.03498141293862,75.25,0.5769531249999995,68.46774467819564,3.1347413642311094e-05,0.00019782622832669854
0.02,1.05,29,0.4300224120728249,0.019894726129915233,0.07564369934919742,4.628158226115971,91.94521717912905,75.25,0.5769531249999995,68.47545448106754,3.1381550799022186e-05,0.00019782622832667559
0.02,1.1,29,0.4300224120728248,0.019894726129915233,0.07571411102116715,4.628158226115971,91.85971110392222,75.25,0.5769531249999995,68.48280636445404,3.1414134213995564e-05,0.00019782622832437678
0.02,1.15,29,0.4300224120728249,0.019894726129915233,0.07578145346536241,4.628158226115971,91.77808087401846,75.25,0.5769531249999995,68.48983212482095,3.144530059744347e-05,0.00019782622832447485
0.02,1.2,29,0.4300224120728249,0.019894726129915233,0.07584598551484936,4.628158226115971,91.6999933178141,75.25,0.5769531249999995,68.49655949980621,3.147516931708728e-05,0.00019782622832696426
0.02,1.25,29,0.43002241207282477,0.019894726129915233,0.07590793448831595,4.628158226115971,91.62515633942381,75.25,0.5769531249999995,68.50301283103835,3.1503845215946555e-05,0.00019782622832629433
0.02,1.3,29,0.43002241207282477,0.019894726129915233,0.07596750111420975,4.628158226115971,91.55331244130858,75.25,0.5769531249999995,68.50921359693298,3.1531420883450454e-05,0.00019782622832498176
0.03,0.7,29,0.4290114915604675,0.02021923134396153,0.07571826750307804,4.628158226115971,91.75524253482907,75.25,0.5785937499999995,68.4786738148944,3.826245099332676e-06,2.4031250789472564e-05
0.03,0.75,29,0.4290114915604675,0.02021923134396153,0.0758751504250913,4.628158226115971,91.56552521000974,75.25,0.5785937499999995,68.49507731632386,3.835091254073185e-06,2.4031250788535227e-05
0.03,0.8,29,0.4290114915604675,0.02021923134396153,0.07602219883344268,4.628158226115971,91.38841161755131,75.25,0.5785937499999995,68.51042532411198,3.843384792873954e-06,2.403125078957751e-05
0.03,0.85,29,0.4290114915604675,0.02021923134396153,0.0761605891548266,4.628158226115971,91.22235103694297,75.25,0.5785937499999995,68.52484569387784,3.851191710717759e-06,2.403125078957845e-05
0.03,0.9,29,0.4290114915604674,0.02021923134396153,0.07629129774342917,4.628158226115971,91.06606132755648,75.25,0.5785937499999995,68.53844436003864,3.8585667913509615e-06,2.403125078624631e-05
0.03,0.95,29,0.4290114915604675,0.02021923134396153,0.07641514391083125,4.628158226115971,90.91847039075232,75.25,0.5785937499999995,68.5513100783955,3.8655560173854905e-06,2.403125078672903e-05
0.03,1.0,29,0.4290114915604675,0.02021923134396153,0.07653282196320357,4.628158226115971,90.7786727425562,75.25,0.5785937499999995,68.56351795154984,3.872198361547061e-06,2.4031250783707695e-05
0.03,1.05,29,0.42901149156046736,0.02021923134396153,0.07664492545484372,4.628158226115971,90.64589674831407,75.25,0.5785937499999995,68.57513209380754,3.8785271504389975e-06,2.403125078824444e-05
0.03,1.1,29,0.4290114915604675,0.02021923134396153,0.07675196582417994,4.628158226115971,90.51947952678037,75.25,0.5785937499999995,68.58620767595107,3.8845711001454786e-06,2.4031250788623593e-05
0.03,1.15,29,0.42901149156046736,0.02021923134396153,0.07685438690581518,4.628158226115971,90.39884746691412,75.25,0.5785937499999995,68.5967925153889,3.890355138637503e-06,2.4031250788559313e-05
0.03,1.2,29,0.4290114915604675,0.02021923134396153,0.07695257636825413,4.628158226115971,90.2835009163917,75.25,0.5785937499999995,68.60692832783887,3.895901041497563e-06,2.403125078797365e-05
0.03,1.25,29,0.4290114915604675,0.02021923134396153,0.07704687482776115,4.628158226115971,90.17300201459526,75.25,0.5785937499999995,68.61665172348623,3.901227945244825e-06,2.4031250786536392e-05
0.03,1.3,29,0.4290114915604675,0.02021923134396153,0.07713758318330138,4.628158226115971,90.0669649261966,75.25,0.5785937499999995,68.62599500777125,3.9063527563954785e-06,2.4031250785653445e-05
0.04,0.7,29,0.4279417434741577,0.020567348172728893,0.07638354291285553,4.628158226115971,90.82612939579643,75.25,0.5796874999999995,68.54776827234798,2.910362176127239e-05,0.00018050629731228697
0.04,0.75,29,0.42794174347415775,0.020567348172728893,0.07659463084853693,4.628158226115971,90.57582072601478,75.25,0.5796874999999995,68.56970394428373,2.9193389448008178e-05,0.00018050629731215762
0.04,0.8,29,0.4279417434741577,0.020567348172728893,0.07679261846322061,4.628158226115971,90.34229710027506,75.25,0.5796874999999995,68.59022974933582,2.9277612138749887e-05,0.0001805062973158964
0.04,0.85,29,0.4279417434741577,0.020567348172728893,0.0769790653754291,4.628158226115971,90.12348381312997,75.25,0.5796874999999995,68.60951637602078,2.9356948508170998e-05,0.00018050629731731889
0.04,0.9,29,0.4279417434741577,0.020567348172728893,0.0771552667775566,4.628158226115971,89.91766657114856,75.25,0.5796874999999995,68.62770525821442,2.943194571452537e-05,0.0001805062973117331
0.04,0.95,29,0.4279417434741577,0.020567348172728893,0.07732231017914065,4.628158226115971,89.7234127671463,75.25,0.5796874999999995,68.64491490266616,2.9503063309364108e-05,0.00018050629731135415
0.04,1.0,29,0.42794174347415775,0.020567348172728893,0.07748111767937786,4.628158226115971,89.53951311106145,75.25,0.5796874999999995,68.66124559290529,2.9570691045283665e-05,0.00018050629731484119
0.04,1.05,29,0.4279417434741577,0.020567348172728893,0.07763247798728637,4.628158226115971,89.36493761603889,75.25,0.5796874999999995,68.67678294521282,2.963516237337724e-05,0.00018050629731192737
0.04,1.1,29,0.4279417434741577,0.020567348172728893,0.07777707103857404,4.628158226115971,89.19880190489029,75.25,0.5796874999999995,68.69160063727783,2.9696764828395656e-05,0.00018050629731192018
0.04,1.15,29,0.4279417434741577,0.020567348172728893,0.0779154871747418,4.628158226115971,89.04034106535573,75.25,0.5796874999999995,68.70576253030369,2.975574810963509e-05,0.00018050629731371242
0.04,1.2,29,0.4279417434741577,0.020567348172728893,0.07804824226644692,4.628158226115971,88.88888911332805,75.25,0.5796874999999995,68.71932433951532,2.981233046415149e-05,0.000180506297313925
0.04,1.25,29,0.4279417434741577,0.020567348172728893,0.07817578976970105,4.628158226115971,88.74386268114422,75.25,0.5796874999999995,68.73233496371114,2.9866703771625854e-05,0.00018050629731410073
0.04,1.3,29,0.4279417434741577,0.020567348172728893,0.07829853043309727,4.628158226115971,88.6047479299787,75.25,0.5796874999999995,68.7448375541121,2.9919037642529297e-05,0.00018050629731155405
0.05,0.7,29,0.4268135701314909,0.02093980004998807,0.07702791614762725,4.628158226115971,89.90642445188456,75.25,0.5813281249999995,68.61595215451784,-3.231283416715163e-05,-0.0001979393016284842
0.05,0.75,29,0.4268135701314909,0.02093980004998807,0.077294093848749,4.628158226115971,89.59681366294755,75.25,0.5813281249999995,68.64347781476658,-3.2437501672983965e-05,-0.0001979393016326359
0.05,0.8,29,0.42681357013149085,0.02093980004998814,0.07754391904115711,4.628158226115971,89.30815735708545,75.25,0.5813281249999995,68.66923634597967,-3.255455570574472e-05,-0.0001979393016271555
0.05,0.85,29,0.4268135701314909,0.02093980004998807,0.07777932919048783,4.628158226115971,89.0378535774218,75.25,0.5813281249999995,68.69344157109614,-3.266489579516983e-05,-0.00019793930162985808
0.05,0.9,29,0.4268135701314909,0.02093980004998807,0.0780019342871327,4.628158226115971,88.78375372487622,75.25,0.5813281249999995,68.71627067863503,-3.276926969930992e-05,-0.0001979393016300717
0.05,0.95,29,0.4268135701314909,0.02093980004998807,0.0782130869615274,4.628158226115971,88.54406331282206,75.25,0.5813281249999995,68.73787214432016,-3.286830586308535e-05,-0.00019793930162745663
0.05,1.0,29,0.4268135701314909,0.02093980004998807,0.07841393474977977,4.628158226115971,88.31726842826484,75.25,0.5813281249999995,68.7583716204696,-3.2962537617844666e-05,-0.0001979393016320973
0.05,1.05,29,0.4268135701314909,0.02093980004998807,0.07860545970562786,4.628158226115971,88.10208031029333,75.25,0.5813281249999995,68.77787638844273,-3.305242152264602e-05,-0.0001979393016331163
0.05,1.1,29,0.42681357013149085,0.02093980004998814,0.07878850887007353,4.628158226115971,87.89739294638714,75.25,0.5813281249999995,68.7964787754156,-3.313835148435998e-05,-0.00019793930163000797
0.05,1.15,29,0.4268135701314908,0.02093980004998814,0.07896381802240678,4.628158226115971,87.70225018561857,75.25,0.5813281249999995,68.81425881180414,-3.322066976613463e-05,-0.00019793930163275052
0.05,1.2,29,0.42681357013149085,0.02093980004998814,0.07913203041770078,4.628158226115971,87.5158199183988,75.25,0.5813281249999995,68.83128632328656,-3.329967566810161e-05,-0.00019793930163341023
0.05,1.25,29,0.4268135701314909,0.02093980004998807,0.07929371173101554,4.628158226115971,87.33737357768207,75.25,0.5813281249999995,68.84762259592813,-3.337563246199014e-05,-0.00019793930163184936
0.05,1.3,29,0.42681357013149085,0.02093980004998814,0.07944936209522428,4.628158226115971,87.16626969908701,75.25,0.5813281249999995,68.86332171487236,-3.344877296986977e-05,-0.00019793930162848028
0.06,0.7,29,0.4256274622889005,0.021337334869173812,0.07765075392269002,4.628158226115971,88.99603243575554,75.25,0.5818749999999995,68.68704181103453,2.8713369672685456e-05,0.0001737532347636669
0.06,0.75,29,0.4256274622889005,0.021337334869173812,0.07797286106479454,4.628158226115971,88.62838839557207,75.25,0.5818749999999995,68.7201392653284,2.884637028095188e-05,0.0001737532347607682
0.06,0.8,29,0.4256274622889006,0.021337334869173812,0.07827538160213737,4.628158226115971,88.28585531387435,75.25,0.5818749999999995,68.75111430304422,2.897134166890595e-05,0.00017375323476457672
0.06,0.85,29,0.4256274622889006,0.021337334869173812,0.07856062499524209,4.628158226115971,87.96530087665589,75.25,0.5818749999999995,68.78022359570585,2.908922735909705e-05,0.00017375323476368743
0.06,0.9,29,0.4256274622889005,0.021337334869173812,0.0788305115622623,4.628158226115971,87.66414016362727,75.25,0.5818749999999995,68.80767985479783,2.9200812238217252e-05,0.00017375323476539448
0.06,0.95,29,0.4256274622889006,0.021337334869173812,0.07908665561022601,4.628158226115971,87.3802155552403,75.25,0.5818749999999995,68.83366133497194,2.9306756388126263e-05,0.00017375323476322922
0.06,1.0,29,0.4256274622889006,0.021337334869173812,0.0793304274401242,4.628158226115971,87.11170779938723,75.25,0.5818749999999995,68.85831889976912,2.940762033977397e-05,0.0001737532347644457
0.06,1.05,29,0.42562746228890047,0.021337334869173812,0.07956300036687822,4.628158226115971,86.8570690257863,75.25,0.5818749999999995,68.88178136373978,2.950388422033193e-05,0.000173753234764138
0.06,1.1,29,0.4256274622889006,0.021337334869173812,0.0797853869065182,4.628158226115971,86.61497152180938,75.25,0.5818749999999995,68.90415959220329,2.9595962502900624e-05,0.00017375323476165837
0.06,1.15,29,0.4256274622889005,0.021337334869173812,0.07999846699829957,4.628158226115971,86.38426802492958,75.25,0.5818749999999995,68.92554969005613,2.968421551234403e-05,0.0001737532347652478
0.06,1.2,29,0.4256274622889005,0.021337334869173812,0.08020301028022032,4.628158226115971,86.16396056232422,75.25,0.5818749999999995,68.94603551226155,2.9768958503586777e-05,0.00017375323476393723
0.06,1.25,29,0.42562746228890047,0.021337334869173812,0.08039969386314663,4.628158226115971,85.95317572387248,75.25,0.5818749999999995,68.96569066215642,2.9850468919483833e-05,0.00017375323476297806
0.06,1.3,29,0.4256274622889005,0.021337334869173812,0.08058911665447835,4.628158226115971,85.75114483998512,75.25,0.5818749999999995,68.98458009808952,2.9928992228446252e-05,0.00017375323476410498
0.07,0.7,29,0.42438399831360046,0.021760724181310292,0.0782514641297333,4.628158226115971,88.09485904474795,75.25,0.5829687499999995,68.75722328382322,1.5008566605909971e-06,8.973242732525698e-06
0.07,0.75,29,0.4243839983136005,0.021760724181310292,0.07863029369688602,4.628158226115971,87.6704305484111,75.25,0.5829687499999995,68.79595066589768,1.5089720288078054e-06,8.973242739842705e-06
0.07,0.8,29,0.4243839983136005,0.021760724181310292,0.07898632511331335,4.628158226115971,87.27525546560805,75.25,0.5829687499999995,68.83219745832898,1.5166031652553834e-06,8.973242733219253e-06
0.07,0.85,29,0.4243839983136004,0.021760724181310292,0.07932223348653354,4.628158226115971,86.90566817844731,75.25,0.5829687499999995,68.86626348129045,1.523806666598306e-06,8.973242736042977e-06
0.07,0.9,29,0.4243839983136004,0.021760724181310292,0.07964024457099238,4.628158226115971,86.558645565296,75.25,0.5829687499999995,68.89839722330554,1.5306296416111756e-06,8.973242738388016e-06
0.07,0.95,29,0.42438399831360046,0.021760724181310292,0.07994223054527576,4.628158226115971,86.23166573579407,75.25,0.5829687499999995,68.92880693512818,1.5371117353050773e-06,8.973242733150408e-06
0.07,1.0,29,0.4243839983136004,0.021760724181310292,0.08022978149216521,4.628158226115971,85.92260348144139,75.25,0.5829687499999995,68.95766887872735,1.543286639303061e-06,8.973242739059581e-06
0.07,1.05,29,0.42438399831360046,0.021760724181310292,0.08050425963426075,4.628158226115971,85.6296515721297,75.25,0.5829687499999995,68.98513356444074,1.5491832226900223e-06,8.973242735931433e-06
0.07,1.1,29,0.4243839983136005,0.021760724181310292,0.08076684109668406,4.628158226115971,85.35126060336937,75.25,0.5829687499999995,69.01133053792054,1.5548264259242336e-06,8.973242738170305e-06
0.07,1.15,29,0.4243839983136005,0.021760724181310292,0.08101854849398682,4.628158226115971,85.08609239112236,75.25,0.5829687499999995,69.03637210365932,1.5602379392294163e-06,8.973242732429117e-06
0.07,1.2,29,0.42438399831360046,0.021760724181310292,0.08126027666314524,4.628158226115971,84.83298341612107,75.25,0.5829687499999995,69.06035625661977,1.5654367540880887e-06,8.973242736743078e-06
0.07,1.25,29,0.4243839983136005,0.021760724181310292,0.08149281320591087,4.628158226115971,84.59091582880842,75.25,0.5829687499999995,69.08336901588793,1.5704395871230571e-06,8.97324273489483e-06
0.07,1.3,29,0.4243839983136005,0.021760724181310292,0.08171685505057329,4.628158226115971,84.3589942159143,75.25,0.5829687499999995,69.1054863010268,1.5752612384284642e-06,8.973242734130066e-06
0.08,0.7,29,0.42308384299635204,0.022210762218931694,0.0788294978048519,4.628158226115971,87.20281093110873,75.25,0.5835156249999995,68.82884166768696,2.671078585163159e-05,0.0001578104057067467
0.08,0.75,29,0.42308384299635204,0.022210762218931694,0.07926579462496847,4.628158226115971,86.72282698223786,75.25,0.5835156249999995,68.87319099465624,2.687592790935505e-05,0.00015781040570326247
0.08,0.8,29,0.42308384299635204,0.022210762218931694,0.07967610872904689,4.628158226115971,86.27622385836615,75.25,0.5835156249999995,68.91470288735628,2.7031332122417834e-05,0.00015781040570426785
0.08,0.85,29,0.42308384299635216,0.022210762218931628,0.08006347404152282,4.628158226115971,85.85879984805106,75.25,0.5835156249999995,68.95372010674103,2.7178130347751184e-05,0.00015781040570656
0.08,0.9,29,0.4230838429963521,0.022210762218931628,0.08043041645060782,4.628158226115971,85.46709188174081,75.25,0.5835156249999995,68.9905267513118,2.7317265464743273e-05,0.00015781040570263168
0.08,0.95,29,0.4230838429963521,0.022210762218931628,0.0807790618484058,4.628158226115971,85.09821277413614,75.25,0.5835156249999995,69.02536093203136,2.744953148070684e-05,0.00015781040570668275
0.08,1.0,29,0.42308384299635204,0.022210762218931694,0.08111121681119651,4.628158226115971,84.749730840209,75.25,0.5835156249999995,69.05842419756607,2.7575603488470123e-05,0.00015781040570257414
0.08,1.05,29,0.423083842996352,0.022210762218931694,0.08142842985025286,4.628158226115971,84.41957932275454,75.25,0.5835156249999995,69.08988866129455,2.769606043704776e-05,0.00015781040570695835
0.08,1.1,29,0.423083842996352,0.022210762218931694,0.08173203860156486,4.628158226115971,84.10598720511007,75.25,0.5835156249999995,69.11990247154898,2.7811402662454793e-05,0.00015781040570376218
0.08,1.15,29,0.4230838429963521,0.022210762218931628,0.08202320666601327,4.628158226115971,83.80742563334945,75.25,0.5835156249999995,69.14859406689587,2.792206560342258e-05,0.00015781040570403675
0.08,1.2,29,0.42308384299635204,0.022210762218931694,0.08230295271505537,4.628158226115971,83.52256591170033,75.25,0.5835156249999995,69.17607552661934,2.802843062356726e-05,0.00015781040570314253
0.08,1.25,29,0.4230838429963521,0.022210762218931628,0.08257217373612179,4.628158226115971,83.2502462008412,75.25,0.5835156249999995,69.20244523793707,2.8130833668809218e-05,0.000157810405704355
0.08,1.3,29,0.4230838429963521,0.022210762218931628,0.08283166378186382,4.628158226115971,82.98944484531614,75.25,0.5835156249999995,69.22779004066199,2.8229572248473546e-05,0.0001578104057037743
